Date,Time,Open,High,Low,Close,FinalDecision,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
26/10/2022 4:20:00 PM +11:00,1666761600,1478.43,1478.87,1477.62,1478.12,-,-,-,-,,,,-,-,,,,,
26/10/2022 4:25:00 PM +11:00,1666761900,1479.18,1479.62,1479.04,1479.51,-,-,-,-,,,,-,idle,,,,,
26/10/2022 4:30:00 PM +11:00,1666762200,1478.99,1479.24,1478.02,1478.03,-,-,-,-,,,,-,idle,,,,,
26/10/2022 4:35:00 PM +11:00,1666762500,1480.1,1480.32,1479.29,1479.4,-,-,-,-,,,,-,idle,,,,,
26/10/2022 4:40:00 PM +11:00,1666762800,1479.97,1480.93,1479.65,1480.82,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 4:45:00 PM +11:00,1666763100,1483.82,1484.57,1483.32,1484.34,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 4:50:00 PM +11:00,1666763400,1483.65,1484.63,1483.3,1484.47,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 4:55:00 PM +11:00,1666763700,1483.98,1484.61,1483.16,1484.57,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 5:00:00 PM +11:00,1666764000,1484.4,1484.57,1483.32,1484.56,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 5:05:00 PM +11:00,1666764300,1484.26,1484.53,1482.96,1483.15,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 5:10:00 PM +11:00,1666764600,1487.25,1488.6,1486.72,1487.04,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 5:15:00 PM +11:00,1666764900,1493.84,1498.35,1493.36,1496.32,-,-,hh,idle,,,,-,idle,,,,,
26/10/2022 5:20:00 PM +11:00,1666765200,1489.11,1490.53,1488.92,1489.27,-,-,-,idle,,,,-,idle,,,,,
26/10/2022 5:25:00 PM +11:00,1666765500,1486.91,1488.8,1486.84,1488.29,-,-,hl,idle,,,,-,idle,,,,,
26/10/2022 5:30:00 PM +11:00,1666765800,1489.11,1491.87,1488.47,1491.07,-,-,-,idle,,,,-,idle,68.6,,68.6,68.6,
26/10/2022 5:35:00 PM +11:00,1666766100,1494.1,1497,1492.84,1496.81,-,-,-,idle,,,,-,idle,73.34,,70.97,69.78,
26/10/2022 5:40:00 PM +11:00,1666766400,1494.84,1495.83,1494.24,1495.54,-,-,-,idle,,,,-,idle,70.79,,62.74,67.44,
26/10/2022 5:45:00 PM +11:00,1666766700,1499.53,1500.5,1496.9,1497.35,-,-,hh,idle,,,,-,idle,72.27,,65.69,66.47,
26/10/2022 5:50:00 PM +11:00,1666767000,1496.52,1498.31,1496.33,1497.54,-,-,-,idle,,,,-,idle,72.43,,68.17,65.53,
26/10/2022 5:55:00 PM +11:00,1666767300,1497.86,1497.98,1496.73,1496.88,-,-,-,idle,,,,-,idle,70.92,,69.06,67.64,
26/10/2022 6:00:00 PM +11:00,1666767600,1497.6,1499.48,1495.75,1495.9,-,-,-,idle,,,,-,idle,68.63,,43.48,60.24,
