Date,Time,Open,High,Low,Close,FinalDecision,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
22/10/2022 6:11:00 AM +11:00,1666379460,0.4471,0.4475,0.4452,0.4471,-,-,-,-,,,,-,-,,,,,
22/10/2022 6:16:00 AM +11:00,1666379760,0.4522,0.4537,0.4486,0.4486,-,-,-,-,,,,-,idle,,,,,
22/10/2022 6:21:00 AM +11:00,1666380060,0.4387,0.4387,0.4348,0.4365,-,-,-,-,,,,-,idle,,,,,
22/10/2022 6:26:00 AM +11:00,1666380360,0.4361,0.4367,0.4319,0.4331,-,-,-,-,,,,-,idle,,,,,
22/10/2022 6:31:00 AM +11:00,1666380660,0.4325,0.436,0.4325,0.436,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 6:36:00 AM +11:00,1666380960,0.4307,0.4307,0.4305,0.4305,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 6:41:00 AM +11:00,1666381260,0.4225,0.4225,0.4217,0.4217,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 6:46:00 AM +11:00,1666381560,0.4253,0.4253,0.4253,0.4253,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 6:51:00 AM +11:00,1666381860,0.4212,0.4216,0.42,0.4202,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 6:56:00 AM +11:00,1666382160,0.4216,0.4216,0.4216,0.4216,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 7:01:00 AM +11:00,1666382460,0.4334,0.4368,0.43,0.4303,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 7:06:00 AM +11:00,1666382760,0.426,0.4264,0.426,0.4264,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 7:11:00 AM +11:00,1666383060,0.4268,0.4268,0.4268,0.4268,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 7:16:00 AM +11:00,1666383360,0.4274,0.4274,0.4274,0.4274,-,-,-,idle,,,,-,idle,,,,,
22/10/2022 7:21:00 AM +11:00,1666383660,0.4367,0.4376,0.4348,0.4365,-,-,-,idle,,,,-,idle,42.09,,42.09,42.09,
22/10/2022 7:26:00 AM +11:00,1666383960,0.4286,0.4288,0.4281,0.4281,-,-,-,idle,,,,-,idle,37.08,,39.59,40.84,
22/10/2022 7:31:00 AM +11:00,1666384260,0.4307,0.4323,0.4307,0.4323,-,-,-,idle,,,,-,idle,40.87,,51.61,44.43,
22/10/2022 7:36:00 AM +11:00,1666384560,0.4367,0.4407,0.4363,0.4405,-,-,-,idle,,,,-,idle,47.51,,70.91,54.03,
22/10/2022 7:41:00 AM +11:00,1666384860,0.4394,0.4394,0.4356,0.4356,-,-,-,idle,,,,-,idle,44.31,,81.64,68.05,
22/10/2022 7:46:00 AM +11:00,1666385160,0.4355,0.4385,0.4349,0.4385,-,-,-,idle,,,,-,idle,46.6,,86.86,79.8,
22/10/2022 7:51:00 AM +11:00,1666385460,0.4463,0.4532,0.4462,0.4532,-,-,hh,idle,,,,-,idle,56.41,,86.86,85.12,
22/10/2022 7:56:00 AM +11:00,1666385760,0.4502,0.4502,0.448,0.448,-,-,-,idle,,,,-,idle,52.72,,90.73,88.15,
22/10/2022 8:01:00 AM +11:00,1666386060,0.4502,0.4502,0.4487,0.4487,-,-,-,idle,,,,-,idle,53.17,,88.04,88.55,
22/10/2022 8:06:00 AM +11:00,1666386360,0.4425,0.4486,0.4425,0.4486,-,-,hl,idle,,,,-,idle,53.09,,82.32,87.03,
22/10/2022 8:11:00 AM +11:00,1666386660,0.4498,0.456,0.4498,0.4546,-,-,-,idle,,,,-,idle,57.09,,88.68,86.35,
22/10/2022 8:16:00 AM +11:00,1666386960,0.4612,0.4612,0.4531,0.4531,-,-,hh,idle,0.022,,,-,idle,55.81,,92.14,87.71,
22/10/2022 8:21:00 AM +11:00,1666387260,0.4474,0.4474,0.4449,0.4449,-,-,-,idle,0.0207,,,-,idle,49.3,,84.88,88.57,
22/10/2022 8:26:00 AM +11:00,1666387560,0.4497,0.4504,0.4497,0.4504,-,-,-,idle,0.0198,,,-,idle,53.24,49.23,78.46,85.16,
22/10/2022 8:31:00 AM +11:00,1666387860,0.4427,0.4427,0.4395,0.4395,-,-,-,idle,0.018,,,-,idle,45.66,49.49,61.56,74.97,
22/10/2022 8:36:00 AM +11:00,1666388160,0.4393,0.4393,0.4384,0.4391,-,-,-,idle,0.0164,,,-,idle,45.41,50.08,50.53,63.52,
22/10/2022 8:41:00 AM +11:00,1666388460,0.4334,0.4349,0.4334,0.4349,-,sell,ll,idle,0.0146,,,-,idle,42.71,50.22,23.62,45.24,
22/10/2022 8:46:00 AM +11:00,1666388760,0.4384,0.4385,0.4384,0.4385,-,-,-,idle,0.0134,,,-,idle,45.69,50.08,16.23,30.13,
22/10/2022 8:51:00 AM +11:00,1666389060,0.4458,0.4458,0.4458,0.4458,-,buy,-,sell,0.0128,,,-,idle,51.23,50.58,26.67,22.17,
22/10/2022 8:56:00 AM +11:00,1666389360,0.446,0.446,0.4427,0.4434,-,-,lh,idle,0.012,0.0166,-0.0046,-,idle,49.44,50.78,42.28,28.39,
22/10/2022 9:01:00 AM +11:00,1666389660,0.4353,0.4353,0.4306,0.4306,-,sell,-,idle,0.0102,0.0153,-0.0051,-,idle,41.19,49.69,35.37,34.77,
22/10/2022 9:06:00 AM +11:00,1666389960,0.4322,0.4322,0.4291,0.4293,-,-,-,idle,0.0086,0.014,-0.0054,-,idle,40.45,48.82,15.62,31.09,
22/10/2022 9:11:00 AM +11:00,1666390260,0.4271,0.4286,0.4271,0.4286,-,-,ll,idle,0.0072,0.0126,-0.0054,-,idle,40.04,47.88,0,17,
22/10/2022 9:16:00 AM +11:00,1666390560,0.4301,0.4301,0.4301,0.4301,-,-,-,idle,0.0061,0.0113,-0.0051,-,idle,41.43,47.05,2.72,6.11,
22/10/2022 9:21:00 AM +11:00,1666390860,0.4282,0.4304,0.4272,0.4282,-,-,-,sell,0.0051,0.01,-0.0049,-,idle,40.16,45.84,2.97,1.9,
22/10/2022 9:26:00 AM +11:00,1666391160,0.429,0.432,0.429,0.4316,-,-,-,idle,0.0044,0.0089,-0.0044,-,idle,43.5,44.96,11.71,5.8,
22/10/2022 9:31:00 AM +11:00,1666391460,0.4304,0.4314,0.4304,0.4314,-,-,-,idle,0.0039,0.0078,-0.0039,-,idle,43.34,44.53,17.34,10.67,
22/10/2022 9:36:00 AM +11:00,1666391760,0.4333,0.4333,0.4333,0.4333,-,-,lh,idle,0.0036,0.0068,-0.0032,-,idle,45.31,43.97,32.8,20.61,
22/10/2022 9:41:00 AM +11:00,1666392060,0.4323,0.4323,0.4323,0.4323,-,-,-,idle,0.0032,0.0058,-0.0026,-,idle,44.44,43.88,37.17,29.1,
22/10/2022 9:46:00 AM +11:00,1666392360,0.4316,0.4316,0.4316,0.4316,-,-,-,idle,0.0028,0.005,-0.0022,-,idle,43.8,43.77,40.02,36.66,
22/10/2022 9:51:00 AM +11:00,1666392660,0.4316,0.4316,0.4316,0.4316,-,-,-,idle,0.0025,0.0043,-0.0018,-,idle,43.8,43.84,35.51,37.57,
22/10/2022 9:56:00 AM +11:00,1666392960,0.4316,0.4316,0.4316,0.4316,-,-,-,idle,0.0022,0.0038,-0.0016,-,idle,43.8,43.71,33.61,36.38,
22/10/2022 10:01:00 AM +11:00,1666393260,0.4274,0.4274,0.427,0.427,-,-,ll,idle,0.0016,0.0032,-0.0017,-,idle,39.18,42.85,22.41,30.51,
22/10/2022 10:06:00 AM +11:00,1666393560,0.4274,0.429,0.4273,0.429,-,-,-,idle,0.0012,0.0028,-0.0016,-,idle,42.04,42.32,26.76,27.59,
22/10/2022 10:11:00 AM +11:00,1666393860,0.4338,0.4338,0.4338,0.4338,-,-,-,sell,0.0013,0.0025,-0.0011,-,idle,48.33,42.83,48.89,32.68,
