Date,Time,Open,High,Low,Close,FinalDecision,swingDec,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
23/12/2022 9:03:00 AM +11:00,1671746580,0.7965,0.7965,0.7961,0.7962,-,-,-,-,-,,,,-,-,,,,,
23/12/2022 9:04:00 AM +11:00,1671746640,0.7965,0.7966,0.7964,0.7964,-,-,-,-,-,,,,-,idle,,,,,
23/12/2022 9:05:00 AM +11:00,1671746700,0.7965,0.7965,0.796,0.796,-,sell,-,-,-,,,,-,idle,,,,,
23/12/2022 9:06:00 AM +11:00,1671746760,0.7958,0.796,0.7958,0.796,-,-,-,-,-,,,,-,idle,,,,,
23/12/2022 9:07:00 AM +11:00,1671746820,0.796,0.7962,0.796,0.7962,-,buy,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:08:00 AM +11:00,1671746880,0.7958,0.796,0.7958,0.796,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:09:00 AM +11:00,1671746940,0.796,0.796,0.7959,0.7959,-,sell,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:10:00 AM +11:00,1671747000,0.7958,0.7958,0.7958,0.7958,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:11:00 AM +11:00,1671747060,0.7959,0.7959,0.7958,0.7959,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:12:00 AM +11:00,1671747120,0.7959,0.7959,0.7957,0.7957,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:13:00 AM +11:00,1671747180,0.7958,0.796,0.7958,0.796,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:14:00 AM +11:00,1671747240,0.7962,0.7976,0.7962,0.7976,-,buy,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:15:00 AM +11:00,1671747300,0.7969,0.7972,0.7968,0.7968,-,-,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:16:00 AM +11:00,1671747360,0.7967,0.7967,0.7966,0.7967,-,sell,-,-,idle,,,,-,idle,,,,,
23/12/2022 9:17:00 AM +11:00,1671747420,0.7967,0.7968,0.7966,0.7968,-,-,-,-,idle,,,,-,idle,56.82,,56.82,56.82,
23/12/2022 9:18:00 AM +11:00,1671747480,0.7969,0.797,0.7969,0.797,-,-,-,-,idle,,,,-,idle,58.83,,57.83,57.32,
23/12/2022 9:19:00 AM +11:00,1671747540,0.797,0.7974,0.7969,0.7969,-,-,-,lh,idle,,,,-,idle,57.39,,48.03,54.22,
23/12/2022 9:20:00 AM +11:00,1671747600,0.7969,0.7969,0.7961,0.7961,-,-,-,-,idle,,,,-,idle,47.38,,29.09,44.98,
23/12/2022 9:21:00 AM +11:00,1671747660,0.7961,0.7961,0.7957,0.7958,-,-,-,-,idle,,,,-,idle,44.27,,9.48,28.87,
23/12/2022 9:22:00 AM +11:00,1671747720,0.7957,0.7958,0.7957,0.7958,-,-,-,-,idle,,,,-,idle,44.27,,0,12.86,
23/12/2022 9:23:00 AM +11:00,1671747780,0.7957,0.7957,0.7957,0.7957,-,-,-,-,idle,,,,-,idle,43.17,,0,3.16,
23/12/2022 9:24:00 AM +11:00,1671747840,0.7954,0.7954,0.7951,0.7953,-,-,-,-,idle,,,,-,idle,39,,0,0,
23/12/2022 9:25:00 AM +11:00,1671747900,0.7952,0.7953,0.795,0.795,-,-,sell,-,idle,,,,-,idle,36.18,,0,0,
23/12/2022 9:26:00 AM +11:00,1671747960,0.7949,0.7952,0.7948,0.7952,-,-,-,-,idle,,,,-,idle,39.33,,4.64,1.55,
23/12/2022 9:27:00 AM +11:00,1671748020,0.7951,0.7952,0.7947,0.7947,-,-,-,-,idle,,,,-,idle,34.72,,4.64,3.09,
23/12/2022 9:28:00 AM +11:00,1671748080,0.7946,0.7946,0.7946,0.7946,-,-,-,-,idle,0.0237,,,-,idle,33.86,,4.64,4.64,
23/12/2022 9:29:00 AM +11:00,1671748140,0.7944,0.7945,0.7942,0.7942,-,-,-,ll,idle,0.0223,,,-,idle,30.61,,0,3.09,
23/12/2022 9:30:00 AM +11:00,1671748200,0.7945,0.7945,0.7943,0.7944,-,-,-,-,idle,0.021,,,-,idle,34.02,42.85,4.03,2.89,
23/12/2022 9:31:00 AM +11:00,1671748260,0.7945,0.7945,0.7944,0.7944,-,-,-,-,sell,0.0198,,,-,idle,34.02,41.22,8.05,4.03,
