Date,Time,Open,High,Low,Close,FinalDecision,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
10/11/2022 12:24:00 AM +11:00,1668000240,5.59371,5.59371,5.59371,5.59371,-,-,-,-,,,,-,-,,,,,
10/11/2022 12:25:00 AM +11:00,1668000300,5.59371,5.59371,5.59371,5.59371,-,-,-,-,,,,-,idle,,,,,
10/11/2022 12:26:00 AM +11:00,1668000360,5.58827,5.58827,5.58827,5.58827,-,-,-,-,,,,-,idle,,,,,
10/11/2022 12:27:00 AM +11:00,1668000420,5.58827,5.58827,5.58827,5.58827,-,-,-,-,,,,-,idle,,,,,
10/11/2022 12:28:00 AM +11:00,1668000480,5.58827,5.58827,5.58827,5.58827,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:29:00 AM +11:00,1668000540,5.58827,5.58827,5.58827,5.58827,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:30:00 AM +11:00,1668000600,5.58597,5.58597,5.58597,5.58597,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:31:00 AM +11:00,1668000660,5.58597,5.58597,5.58597,5.58597,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:32:00 AM +11:00,1668000720,5.6537,5.65878,5.6537,5.65878,-,-,hh,idle,,,,-,idle,,,,,
10/11/2022 12:33:00 AM +11:00,1668000780,5.61217,5.61217,5.61217,5.61217,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:34:00 AM +11:00,1668000840,5.61217,5.61217,5.61217,5.61217,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:35:00 AM +11:00,1668000900,5.61217,5.61217,5.61217,5.61217,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:36:00 AM +11:00,1668000960,5.61217,5.64935,5.61217,5.64935,-,-,-,idle,,,,-,idle,,,,,
10/11/2022 12:37:00 AM +11:00,1668001020,5.60179,5.60179,5.51712,5.51712,-,-,ll,idle,,,,-,idle,,,,,
10/11/2022 12:38:00 AM +11:00,1668001080,5.53435,5.53435,5.53435,5.53435,-,-,-,idle,,,,-,idle,40.54,,,,
10/11/2022 12:39:00 AM +11:00,1668001140,5.53435,5.58287,5.53435,5.5565,-,-,-,sell,,,,-,idle,44.74,,,,
10/11/2022 12:40:00 AM +11:00,1668001200,5.5565,5.5565,5.52221,5.52221,-,-,-,idle,,,,-,idle,40.03,,,,
10/11/2022 12:41:00 AM +11:00,1668001260,5.52221,5.52221,5.52221,5.52221,-,-,-,idle,,,,-,idle,40.03,,,,
10/11/2022 12:42:00 AM +11:00,1668001320,5.52221,5.52221,5.52221,5.52221,-,-,-,idle,,,,-,idle,40.03,,,,
10/11/2022 12:43:00 AM +11:00,1668001380,5.58287,5.59313,5.58287,5.59313,-,-,-,idle,,,,-,idle,52.86,,,,
10/11/2022 12:44:00 AM +11:00,1668001440,5.58597,5.62333,5.58597,5.62333,-,-,-,idle,,,,-,idle,57.07,,,,
