Date,Time,Open,High,Low,Close,FinalDecision,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
15/11/2022 8:59:00 PM +11:00,1668506340,6.0747,6.0747,6.0747,6.0747,-,-,-,-,,,,-,-,,,,,
15/11/2022 9:00:00 PM +11:00,1668506400,6.0755,6.0797,6.0755,6.0797,-,-,-,-,,,,-,idle,,,,,
15/11/2022 9:01:00 PM +11:00,1668506460,6.0875,6.0885,6.0842,6.0842,-,-,-,-,,,,-,idle,,,,,
15/11/2022 9:02:00 PM +11:00,1668506520,6.0866,6.0893,6.0811,6.0811,-,-,-,-,,,,-,idle,,,,,
15/11/2022 9:03:00 PM +11:00,1668506580,6.0796,6.0893,6.0796,6.0893,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:04:00 PM +11:00,1668506640,6.0798,6.0798,6.0798,6.0798,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:05:00 PM +11:00,1668506700,6.0818,6.0818,6.072,6.0794,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:06:00 PM +11:00,1668506760,6.0794,6.0794,6.0794,6.0794,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:07:00 PM +11:00,1668506820,6.0786,6.0786,6.0627,6.0675,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:08:00 PM +11:00,1668506880,6.0635,6.0635,6.0607,6.0607,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:09:00 PM +11:00,1668506940,6.0554,6.0554,6.0529,6.0529,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:10:00 PM +11:00,1668507000,6.0524,6.0524,6.0421,6.048,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:11:00 PM +11:00,1668507060,6.0487,6.0502,6.0487,6.0502,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:12:00 PM +11:00,1668507120,6.0543,6.0543,6.0543,6.0543,-,-,-,idle,,,,-,idle,,,,,
15/11/2022 9:13:00 PM +11:00,1668507180,6.0562,6.0562,6.0548,6.0548,-,-,-,idle,,,,-,idle,35.56,,35.56,35.56,
15/11/2022 9:14:00 PM +11:00,1668507240,6.0542,6.0542,6.0542,6.0542,-,-,-,idle,,,,-,idle,35.23,,35.39,35.48,
15/11/2022 9:15:00 PM +11:00,1668507300,6.0577,6.0577,6.0577,6.0577,-,-,-,idle,,,,-,idle,38.8,,56.93,42.63,
15/11/2022 9:16:00 PM +11:00,1668507360,6.0578,6.0653,6.0572,6.0624,-,-,-,idle,,,,-,idle,43.32,,78.41,56.91,
15/11/2022 9:17:00 PM +11:00,1668507420,6.0657,6.0657,6.0615,6.0615,-,-,-,idle,,,,-,idle,42.67,,97.32,77.55,
15/11/2022 9:18:00 PM +11:00,1668507480,6.0659,6.0659,6.0659,6.0659,-,-,-,idle,,,,-,idle,46.87,,97.32,91.02,
15/11/2022 9:19:00 PM +11:00,1668507540,6.0678,6.0723,6.0678,6.0723,-,-,-,idle,,,,-,idle,52.33,,97.32,97.32,
15/11/2022 9:20:00 PM +11:00,1668507600,6.0723,6.0723,6.0723,6.0723,-,-,-,idle,,,,-,idle,52.33,,100,98.22,
15/11/2022 9:21:00 PM +11:00,1668507660,6.0757,6.0757,6.0757,6.0757,-,-,-,idle,,,,-,idle,55.18,,100,99.11,
15/11/2022 9:22:00 PM +11:00,1668507720,6.0763,6.0763,6.0763,6.0763,-,-,-,idle,,,,-,idle,55.68,,100,100,
15/11/2022 9:23:00 PM +11:00,1668507780,6.0763,6.0808,6.0763,6.0808,-,-,lh,idle,,,,-,idle,59.35,,100,100,
15/11/2022 9:24:00 PM +11:00,1668507840,6.0761,6.079,6.0749,6.0788,-,-,-,idle,0.1876,,,-,idle,57.09,,96.87,98.96,
15/11/2022 9:25:00 PM +11:00,1668507900,6.0788,6.0788,6.0788,6.0788,-,-,-,idle,0.1781,,,-,idle,57.09,,93.74,96.87,
15/11/2022 9:26:00 PM +11:00,1668507960,6.0743,6.0795,6.0743,6.0794,-,-,hl,idle,0.1688,,,-,idle,57.65,49.22,91.38,94,
15/11/2022 9:27:00 PM +11:00,1668508020,6.081,6.0816,6.081,6.0816,-,-,-,idle,0.1597,,,-,idle,59.74,50.95,94.51,93.21,
15/11/2022 9:28:00 PM +11:00,1668508080,6.0816,6.0842,6.0816,6.0842,-,-,hh,idle,0.1509,,,-,idle,62.11,52.87,97.65,94.51,
15/11/2022 9:29:00 PM +11:00,1668508140,6.08,6.08,6.069,6.0741,-,-,ll,idle,0.1416,,,-,idle,49.82,53.66,78.93,90.36,
15/11/2022 9:30:00 PM +11:00,1668508200,6.0762,6.0762,6.0731,6.075,-,-,-,idle,0.1327,,,-,idle,50.75,54.19,59.45,78.68,
15/11/2022 9:31:00 PM +11:00,1668508260,6.0791,6.0803,6.075,6.075,-,-,lh,sell,0.1242,,,-,idle,50.75,54.77,34.62,57.67,
15/11/2022 9:32:00 PM +11:00,1668508320,6.076,6.076,6.076,6.076,-,-,-,idle,0.1162,0.1511,-0.0348,-,idle,51.91,55.13,28.03,40.7,
15/11/2022 9:33:00 PM +11:00,1668508380,6.0659,6.0659,6.0535,6.063,-,sell,ll,idle,0.1076,0.1422,-0.0346,-,idle,39.08,54.18,14.17,25.61,
15/11/2022 9:34:00 PM +11:00,1668508440,6.0732,6.0732,6.0732,6.0732,-,buy,-,idle,0.1005,0.1336,-0.0331,-,idle,49.6,53.99,20.9,21.03,
15/11/2022 9:35:00 PM +11:00,1668508500,6.0648,6.0648,6.064,6.0648,-,sell,-,sell,0.093,0.1252,-0.0321,-,idle,43.01,53.12,20.93,18.67,
15/11/2022 9:36:00 PM +11:00,1668508560,6.0689,6.0689,6.0689,6.0689,-,-,-,idle,0.0865,0.117,-0.0305,-,idle,46.73,52.48,32.01,24.61,
15/11/2022 9:37:00 PM +11:00,1668508620,6.0842,6.089,6.0842,6.0864,-,buy,-,idle,0.0818,0.1093,-0.0276,-,idle,59.03,52.45,45.65,32.86,
15/11/2022 9:38:00 PM +11:00,1668508680,6.0889,6.0932,6.0888,6.0932,-,-,-,idle,0.0777,0.1022,-0.0246,-,idle,62.64,52.85,73.28,50.31,
15/11/2022 9:39:00 PM +11:00,1668508740,6.0938,6.0938,6.0909,6.0909,-,-,-,idle,0.0734,0.0957,-0.0222,-,idle,60.69,53.11,92.78,70.57,
15/11/2022 9:40:00 PM +11:00,1668508800,6.0921,6.0978,6.0921,6.0978,-,-,-,idle,0.0698,0.0896,-0.0198,-,idle,64.28,53.58,97.24,87.77,
15/11/2022 9:41:00 PM +11:00,1668508860,6.0978,6.108,6.0913,6.0913,-,-,hh,idle,0.0656,0.084,-0.0184,-,idle,58.83,53.52,90.04,93.36,
15/11/2022 9:42:00 PM +11:00,1668508920,6.097,6.097,6.094,6.094,-,-,-,idle,0.0618,0.0789,-0.0171,-,idle,60.33,53.39,87.58,91.62,
15/11/2022 9:43:00 PM +11:00,1668508980,6.0986,6.0987,6.0986,6.0987,-,-,-,idle,0.0585,0.0742,-0.0157,-,idle,62.88,54.32,85.72,87.78,
15/11/2022 9:44:00 PM +11:00,1668509040,6.1038,6.1079,6.102,6.102,-,-,-,idle,0.0555,0.0701,-0.0145,-,idle,64.59,55.31,92.93,88.74,
15/11/2022 9:45:00 PM +11:00,1668509100,6.1032,6.1127,6.1032,6.112,-,-,hh,idle,0.0534,0.0664,-0.013,-,idle,69.23,56.63,98.15,92.27,
15/11/2022 9:46:00 PM +11:00,1668509160,6.096,6.0971,6.096,6.0971,-,-,-,idle,0.0499,0.0628,-0.013,-,idle,57.2,57.01,86.7,92.59,
15/11/2022 9:47:00 PM +11:00,1668509220,6.0904,6.0904,6.0892,6.0892,-,-,-,idle,0.0459,0.0593,-0.0134,-,idle,52.04,57.94,64.84,83.23,
15/11/2022 9:48:00 PM +11:00,1668509280,6.099,6.099,6.0881,6.0881,-,-,-,idle,0.0422,0.0559,-0.0136,-,idle,51.35,58.06,42.1,64.55,
15/11/2022 9:49:00 PM +11:00,1668509340,6.0871,6.0871,6.0809,6.0809,-,sell,hl,idle,0.0383,0.0523,-0.0141,-,idle,46.93,58.34,22.36,43.1,
15/11/2022 9:50:00 PM +11:00,1668509400,6.0829,6.0829,6.0829,6.0829,-,-,-,idle,0.0349,0.0489,-0.014,-,idle,48.26,58.45,12.87,25.78,
15/11/2022 9:51:00 PM +11:00,1668509460,6.0829,6.0829,6.0829,6.0829,-,-,-,idle,0.0318,0.0456,-0.0138,-,idle,48.26,57.68,4.27,13.16,
15/11/2022 9:52:00 PM +11:00,1668509520,6.0861,6.0861,6.0823,6.0823,-,-,lh,idle,0.0291,0.0423,-0.0133,-,idle,47.84,56.62,5.35,7.49,
15/11/2022 9:53:00 PM +11:00,1668509580,6.0839,6.0839,6.0839,6.0839,-,-,-,idle,0.0267,0.0391,-0.0125,-,idle,49.11,55.79,6.61,5.41,
15/11/2022 9:54:00 PM +11:00,1668509640,6.0839,6.0839,6.0839,6.0839,-,buy,-,idle,0.0245,0.0359,-0.0114,-,idle,49.11,54.71,7.88,6.61,
15/11/2022 9:55:00 PM +11:00,1668509700,6.1014,6.1025,6.1014,6.1025,-,-,-,idle,0.024,0.033,-0.0091,-,idle,61.65,54.91,28.51,14.33,
15/11/2022 9:56:00 PM +11:00,1668509760,6.1025,6.1025,6.1025,6.1025,-,-,-,idle,0.0233,0.0305,-0.0072,-,idle,61.65,55.01,47.25,27.88,
15/11/2022 9:57:00 PM +11:00,1668509820,6.098,6.1024,6.098,6.1019,-,-,-,idle,0.0225,0.0283,-0.0059,-,idle,61.08,54.88,65.15,46.97,
15/11/2022 9:58:00 PM +11:00,1668509880,6.1004,6.1026,6.098,6.1026,-,-,-,idle,0.0216,0.0265,-0.0049,-,idle,61.52,54.66,64.97,59.12,
15/11/2022 9:59:00 PM +11:00,1668509940,6.1046,6.112,6.1046,6.112,-,-,lh,idle,0.0215,0.025,-0.0035,-,idle,66.95,54.5,76.3,68.8,
15/11/2022 10:00:00 PM +11:00,1668510000,6.1096,6.1096,6.0999,6.0999,-,-,-,idle,0.0201,0.0237,-0.0036,-,idle,56,54.41,70.26,70.51,
15/11/2022 10:01:00 PM +11:00,1668510060,6.0996,6.0996,6.0931,6.0947,-,-,hl,idle,0.0184,0.0225,-0.0041,-,idle,52.07,54.41,57,67.86,
15/11/2022 10:02:00 PM +11:00,1668510120,6.0964,6.0964,6.0964,6.0964,-,-,-,idle,0.017,0.0214,-0.0044,-,idle,53.22,54.55,34.15,53.81,
15/11/2022 10:03:00 PM +11:00,1668510180,6.1044,6.1159,6.1044,6.1159,-,-,-,idle,0.0173,0.0206,-0.0033,-,idle,63.98,55.76,47.19,46.11,
15/11/2022 10:04:00 PM +11:00,1668510240,6.1163,6.1184,6.1163,6.1184,-,-,-,idle,0.0175,0.0199,-0.0024,-,idle,65.08,56.97,68.72,50.02,
15/11/2022 10:05:00 PM +11:00,1668510300,6.1189,6.127,6.1161,6.1239,-,-,hh,idle,0.0179,0.0193,-0.0014,-,idle,67.46,58.34,91.57,69.16,
15/11/2022 10:06:00 PM +11:00,1668510360,6.1134,6.1134,6.1025,6.1038,-,-,-,idle,0.0164,0.0186,-0.0022,-,idle,53.23,58.72,70.9,77.06,
15/11/2022 10:07:00 PM +11:00,1668510420,6.1071,6.1071,6.0959,6.1071,-,-,hl,idle,0.0153,0.0179,-0.0026,-,idle,54.91,59.14,51.36,71.27,
15/11/2022 10:08:00 PM +11:00,1668510480,6.1111,6.1111,6.1065,6.1065,-,-,-,idle,0.0142,0.0171,-0.0029,-,idle,54.52,59.52,23.35,48.54,
15/11/2022 10:09:00 PM +11:00,1668510540,6.103,6.1109,6.103,6.1093,-,-,-,idle,0.0135,0.0164,-0.0029,-,idle,56.07,59.12,24.53,33.08,
15/11/2022 10:10:00 PM +11:00,1668510600,6.1108,6.1108,6.0954,6.0975,-,sell,-,idle,0.0117,0.0156,-0.0039,-,idle,48.58,58.19,13.99,20.62,
15/11/2022 10:11:00 PM +11:00,1668510660,6.0957,6.0957,6.09,6.0921,-,-,-,idle,0.0098,0.0149,-0.005,-,idle,45.59,57.08,8.67,15.73,
15/11/2022 10:12:00 PM +11:00,1668510720,6.1067,6.1097,6.1032,6.1032,-,-,-,idle,0.0091,0.0139,-0.0048,-,idle,52.13,56.41,9.97,10.88,
15/11/2022 10:13:00 PM +11:00,1668510780,6.0861,6.0893,6.0854,6.0893,-,-,-,idle,0.0073,0.0128,-0.0055,-,idle,44.85,54.83,9.97,9.54,
