Date,Time,Open,High,Low,Close,FinalDecision,swingDec,ChEDec,HiLo,HiLoDec,Macd,Signal,Histogram,Crossover,MacdDec,Rsi,RsiMa,Stoch_K,Stoch_D,pairA,pairB,Profit,AllProfit
8/12/2022 9:27:00 PM +11:00,1670495220,1233.4,1233.41,1233.05,1233.05,-,-,-,-,-,,,,-,-,,,,,
8/12/2022 9:28:00 PM +11:00,1670495280,1233.02,1233.32,1233.01,1233.2,-,-,-,-,-,,,,-,idle,,,,,
8/12/2022 9:29:00 PM +11:00,1670495340,1233.19,1233.2,1233.19,1233.19,-,-,-,-,-,,,,-,idle,,,,,
8/12/2022 9:30:00 PM +11:00,1670495400,1233.2,1233.57,1233.19,1233.57,-,-,-,-,-,,,,-,idle,,,,,
8/12/2022 9:31:00 PM +11:00,1670495460,1233.56,1233.57,1233.21,1233.21,sell,sell,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:32:00 PM +11:00,1670495520,1233.22,1233.39,1233.22,1233.39,buy,buy,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:33:00 PM +11:00,1670495580,1233.39,1233.39,1233.38,1233.39,hodl,-,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:34:00 PM +11:00,1670495640,1233.39,1233.39,1233.34,1233.34,hodl,-,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:35:00 PM +11:00,1670495700,1233.33,1233.38,1233.08,1233.08,sell,sell,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:36:00 PM +11:00,1670495760,1233.08,1233.08,1233.06,1233.08,hodl,-,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:37:00 PM +11:00,1670495820,1233.08,1233.08,1233.08,1233.08,hodl,-,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:38:00 PM +11:00,1670495880,1233.08,1233.27,1233.08,1233.26,hodl,-,-,lh,idle,,,,-,idle,,,,,
8/12/2022 9:39:00 PM +11:00,1670495940,1232.89,1232.98,1232.89,1232.97,hodl,-,-,ll,idle,,,,-,idle,,,,,
8/12/2022 9:40:00 PM +11:00,1670496000,1232.98,1232.98,1232.97,1232.98,hodl,-,-,-,idle,,,,-,idle,,,,,
8/12/2022 9:41:00 PM +11:00,1670496060,1232.98,1232.98,1232.97,1232.97,hodl,-,-,-,sell,,,,-,idle,47.87,,47.87,47.87,
8/12/2022 9:42:00 PM +11:00,1670496120,1232.98,1233.4,1232.98,1233.35,buy,buy,-,-,idle,,,,-,idle,57.19,,52.53,50.2,
8/12/2022 9:43:00 PM +11:00,1670496180,1233.34,1233.35,1233.3,1233.3,hodl,-,-,-,idle,,,,-,idle,55.78,,63.3,54.57,
8/12/2022 9:44:00 PM +11:00,1670496240,1233.31,1233.46,1233.31,1233.46,hodl,-,-,-,idle,,,,-,idle,59.25,,80.68,65.5,
8/12/2022 9:45:00 PM +11:00,1670496300,1233.46,1233.77,1233.46,1233.76,hodl,-,-,-,idle,,,,-,idle,64.82,,94.95,79.64,
8/12/2022 9:46:00 PM +11:00,1670496360,1233.76,1234.44,1233.76,1234.44,hodl,-,-,-,idle,,,,-,idle,73.63,,100,91.87,
8/12/2022 9:47:00 PM +11:00,1670496420,1234.45,1235.73,1234.44,1234.7,hodl,-,-,hh,idle,,,,-,idle,76.09,,100,98.32,
8/12/2022 9:48:00 PM +11:00,1670496480,1234.22,1234.64,1234.22,1234.64,hodl,-,-,-,idle,,,,-,idle,74.36,,97.96,99.32,
8/12/2022 9:49:00 PM +11:00,1670496540,1234.64,1234.64,1234.28,1234.28,hodl,-,-,-,idle,,,,-,idle,64.85,,84.69,94.22,
8/12/2022 9:50:00 PM +11:00,1670496600,1233.93,1233.94,1233.93,1233.94,sell,sell,-,-,idle,,,,-,idle,57.39,,62.6,81.75,
8/12/2022 9:51:00 PM +11:00,1670496660,1233.78,1233.78,1233.54,1233.54,hodl,-,sell,-,idle,,,,-,idle,50.09,,33.92,60.4,
8/12/2022 9:52:00 PM +11:00,1670496720,1233.54,1233.55,1233.35,1233.36,hodl,-,-,hl,idle,37.8018,,,-,idle,47.18,,13.86,36.79,
8/12/2022 9:53:00 PM +11:00,1670496780,1233.36,1233.37,1233.36,1233.36,hodl,-,-,-,idle,35.7596,,,-,idle,47.18,,2.62,16.8,
8/12/2022 9:54:00 PM +11:00,1670496840,1233.36,1233.37,1233.36,1233.37,hodl,-,-,-,idle,33.7529,,,-,idle,47.37,58.79,0.23,5.57,
8/12/2022 9:55:00 PM +11:00,1670496900,1233.37,1233.6,1233.25,1233.26,hodl,-,-,-,idle,31.7872,,,-,idle,45.37,58.61,0.23,1.02,
8/12/2022 9:56:00 PM +11:00,1670496960,1233.26,1233.36,1233.25,1233.36,hodl,-,-,hl,idle,29.8929,,,-,idle,47.54,57.92,2.58,1.01,
8/12/2022 9:57:00 PM +11:00,1670497020,1233.36,1233.93,1233.36,1233.64,hodl,-,-,lh,idle,28.0904,,,-,idle,53.16,57.73,10.81,4.54,
8/12/2022 9:58:00 PM +11:00,1670497080,1233.53,1233.53,1233.37,1233.37,hodl,-,-,-,idle,26.3366,,,-,idle,47.84,56.92,13.49,8.96,
8/12/2022 9:59:00 PM +11:00,1670497140,1233.31,1233.32,1233.31,1233.31,hodl,-,-,hl,idle,24.6576,,,-,idle,46.72,55.63,12.6,12.3,
8/12/2022 10:00:00 PM +11:00,1670497200,1233.32,1234.06,1233.32,1233.75,hodl,-,buy,-,idle,23.0962,30.1306,-7.0344,-,idle,55.03,54.3,14.63,13.57,
8/12/2022 10:01:00 PM +11:00,1670497260,1234.02,1234.1,1233.86,1234.01,hodl,-,-,-,buy,21.6305,28.3338,-6.7033,-,idle,59.09,53.08,27.72,18.31,
8/12/2022 10:02:00 PM +11:00,1670497320,1234.01,1234.02,1233.91,1233.91,hodl,-,-,-,idle,20.2276,26.608,-6.3804,-,idle,56.96,51.84,46.07,29.47,
8/12/2022 10:03:00 PM +11:00,1670497380,1233.91,1234.32,1233.91,1234.1,buy,buy,-,hh,idle,18.9131,24.9591,-6.046,-,idle,59.91,51.49,68.93,47.57,
8/12/2022 10:04:00 PM +11:00,1670497440,1234.1,1234.1,1233.92,1233.92,hodl,-,-,-,idle,17.6534,23.3887,-5.7353,-,idle,55.99,51.39,77.5,64.17,
8/12/2022 10:05:00 PM +11:00,1670497500,1233.91,1233.92,1233.91,1233.92,hodl,-,-,-,idle,16.4652,21.8967,-5.4315,-,idle,55.99,51.81,82.02,76.15,
8/12/2022 10:06:00 PM +11:00,1670497560,1233.92,1233.92,1233.68,1233.68,hodl,-,sell,-,idle,15.3275,20.4786,-5.1511,-,idle,50.84,52.07,61.23,73.58,
8/12/2022 10:07:00 PM +11:00,1670497620,1233.49,1233.49,1233.38,1233.38,hodl,-,-,-,idle,14.2376,19.1343,-4.8967,-,idle,45.24,51.93,36.89,60.04,
8/12/2022 10:08:00 PM +11:00,1670497680,1233.38,1233.38,1233.12,1233.12,hodl,-,-,-,idle,13.2007,17.8613,-4.6606,-,idle,41.03,51.48,12.54,36.89,
8/12/2022 10:09:00 PM +11:00,1670497740,1233.12,1233.13,1233.12,1233.13,hodl,-,-,-,idle,12.2386,16.6549,-4.4163,-,idle,41.25,51.19,0.4,16.61,
8/12/2022 10:10:00 PM +11:00,1670497800,1233.12,1233.12,1232.86,1232.86,sell,sell,-,-,idle,11.3239,15.5097,-4.1859,-,idle,37.1,50.44,0.4,4.45,
8/12/2022 10:11:00 PM +11:00,1670497860,1232.85,1232.86,1232.85,1232.86,hodl,-,-,-,idle,10.4781,14.4265,-3.9483,-,idle,37.1,49.29,0.4,0.4,
8/12/2022 10:12:00 PM +11:00,1670497920,1232.85,1232.86,1232.59,1232.64,hodl,-,-,-,idle,9.6785,13.4004,-3.7218,-,idle,33.88,48.3,0,0.27,
8/12/2022 10:13:00 PM +11:00,1670497980,1232.63,1232.85,1232.63,1232.84,hodl,-,-,-,idle,8.9578,12.4342,-3.4765,-,idle,39.06,47.75,6.63,2.34,
8/12/2022 10:14:00 PM +11:00,1670498040,1232.84,1232.84,1232.47,1232.48,hodl,-,-,-,idle,8.2622,11.5228,-3.2605,-,idle,33.91,46.24,6.67,4.43,
8/12/2022 10:15:00 PM +11:00,1670498100,1232.47,1232.63,1232.47,1232.63,hodl,-,-,-,idle,7.6351,10.6681,-3.0329,-,idle,37.6,44.71,11.43,8.24,
8/12/2022 10:16:00 PM +11:00,1670498160,1232.48,1232.63,1232.48,1232.49,hodl,-,-,-,idle,7.0456,9.8689,-2.8233,-,idle,35.6,43.18,7.01,8.37,
8/12/2022 10:17:00 PM +11:00,1670498220,1232.49,1232.49,1232.14,1232.21,hodl,-,-,-,idle,6.4811,9.1223,-2.6412,-,idle,31.95,41.18,6.97,8.47,
8/12/2022 10:18:00 PM +11:00,1670498280,1232.11,1232.63,1232.11,1232.63,hodl,-,-,-,idle,5.9985,8.429,-2.4305,-,idle,41.63,40.16,15.63,9.87,
8/12/2022 10:19:00 PM +11:00,1670498340,1232.62,1232.63,1231.93,1231.93,hodl,-,-,-,idle,5.4962,7.7815,-2.2853,-,idle,33.16,38.53,15.57,12.72,
